diagnostic_category,diagnosis_icd10_code,diagnosis,dsm_symptom_criteria,symptom_id,symptom_segment,zcode_hrsn,symp_prob
Disabilities,No Z Code,Disabilities,does not have serious difficulty remembering due to a mental condition,No Z Code,does not have serious difficulty remembering due to a mental condition,ZCode/HRSN,Problem
Mental Health,No Z Code,Mental Health,felt hopeless more than half the days in the past two weeks,No Z Code,felt hopeless more than half the days in the past two weeks,ZCode/HRSN,Problem
Disabilities,No Z Code,Disabilities,does not have serious difficulty remembering due to an emotional condition,No Z Code,does not have serious difficulty remembering due to an emotional condition,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in moderate exercise 4 days in last 30 days,No Z Code,engaged in moderate exercise 4 days in last 30 days,ZCode/HRSN,Problem
Disabilities,No Z Code,Disabilities,does not have serious difficulty making decisions due to a physical condition,No Z Code,does not have serious difficulty making decisions due to a physical condition,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in moderate exercise 5 days in last 30 days,No Z Code,engaged in moderate exercise 5 days in last 30 days,ZCode/HRSN,Problem
Disabilities,No Z Code,Disabilities,does not have serious difficulty making decisions due to a mental condition,No Z Code,does not have serious difficulty making decisions due to a mental condition,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in moderate exercise 6 days in last 30 days,No Z Code,engaged in moderate exercise 6 days in last 30 days,ZCode/HRSN,Problem
Disabilities,No Z Code,Disabilities,does not have serious difficulty making decisions due to an emotional condition,No Z Code,does not have serious difficulty making decisions due to an emotional condition,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in moderate exercise 7 days in last 30 days,No Z Code,engaged in moderate exercise 7 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in walking fast 0 days in last 30 days,No Z Code,engaged in walking fast 0 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in walking fast  1 days in last 30 days,No Z Code,engaged in walking fast  1 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in walking fast  2 days in last 30 days,No Z Code,engaged in walking fast  2 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in walking fast  3 days in last 30 days,No Z Code,engaged in walking fast  3 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in walking fast  4 days in last 30 days,No Z Code,engaged in walking fast  4 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in walking fast  5 days in last 30 days,No Z Code,engaged in walking fast  5 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in walking fast  6 days in last 30 days,No Z Code,engaged in walking fast  6 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in walking fast  7 days in last 30 days,No Z Code,engaged in walking fast  7 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in running 0 days in last 30 days,No Z Code,engaged in running 0 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in running  1 days in last 30 days,No Z Code,engaged in running  1 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in running  2 days in last 30 days,No Z Code,engaged in running  2 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in running 3 days in last 30 days,No Z Code,engaged in running 3 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in running   4 days in last 30 days,No Z Code,engaged in running   4 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in running   5 days in last 30 days,No Z Code,engaged in running   5 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in running   6 days in last 30 days,No Z Code,engaged in running   6 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in running  7 days in last 30 days,No Z Code,engaged in running  7 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in jogging 0 days in last 30 days,No Z Code,engaged in jogging 0 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in jogging  1 days in last 30 days,No Z Code,engaged in jogging  1 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in  jogging  2 days in last 30 days,No Z Code,engaged in  jogging  2 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in jogging 3 days in last 30 days,No Z Code,engaged in jogging 3 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in jogging   4 days in last 30 days,No Z Code,engaged in jogging   4 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in jogging 5 days in last 30 days,No Z Code,engaged in jogging 5 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in  jogging 6 days in last 30 days,No Z Code,engaged in  jogging 6 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in  jogging 7 days in last 30 days,No Z Code,engaged in  jogging 7 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in dancing 0 days in last 30 days,No Z Code,engaged in dancing 0 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in dancing  1 days in last 30 days,No Z Code,engaged in dancing  1 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in  dancing  2 days in last 30 days,No Z Code,engaged in  dancing  2 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in dancing 3 days in last 30 days,No Z Code,engaged in dancing 3 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in dancing  4 days in last 30 days,No Z Code,engaged in dancing  4 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in dancing 5 days in last 30 days,No Z Code,engaged in dancing 5 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in dancing 6 days in last 30 days,No Z Code,engaged in dancing 6 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in dancing 7 days in last 30 days,No Z Code,engaged in dancing 7 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in swimming 0 days in last 30 days,No Z Code,engaged in swimming 0 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in swimming 1 days in last 30 days,No Z Code,engaged in swimming 1 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in  swimming  2 days in last 30 days,No Z Code,engaged in  swimming  2 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in swimming 3 days in last 30 days,No Z Code,engaged in swimming 3 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in swimming  4 days in last 30 days,No Z Code,engaged in swimming  4 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in swimming 5 days in last 30 days,No Z Code,engaged in swimming 5 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in swimming 6 days in last 30 days,No Z Code,engaged in swimming 6 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in swimming 7 days in last 30 days,No Z Code,engaged in swimming 7 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in biking 0 days in last 30 days,No Z Code,engaged in biking 0 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in biking 1 days in last 30 days,No Z Code,engaged in biking 1 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in  biking  2 days in last 30 days,No Z Code,engaged in  biking  2 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in biking 3 days in last 30 days,No Z Code,engaged in biking 3 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in biking 4 days in last 30 days,No Z Code,engaged in biking 4 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,Z72.3,Physical Activity,engaged in moderate exercise 0 days in last 30 days,No Z Code,engaged in moderate exercise 0 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in biking 5 days in last 30 days,No Z Code,engaged in biking 5 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in biking 6 days in last 30 days,No Z Code,engaged in biking 6 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in biking 7 days in last 30 days,No Z Code,engaged in biking 7 days in last 30 days,ZCode/HRSN,Problem
Education,Z55.1,Education,speak a language other than English,Z118,Underachievement in school,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,spent 0 minutes exercising at this level on one of those days,No Z Code,spent 0 minutes exercising at this level on one of those days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,spent 10 minutes exercising at this level on one of those days,No Z Code,spent 10 minutes exercising at this level on one of those days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,spent 20 minutes exercising at this level on one of those days,No Z Code,spent 20 minutes exercising at this level on one of those days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,spent 30 minutes exercising at this level on one of those days,No Z Code,spent 30 minutes exercising at this level on one of those days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,spent 40 minutes exercising at this level on one of those days,No Z Code,spent 40 minutes exercising at this level on one of those days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,spent 50 minutes exercising at this level on one of those days,No Z Code,spent 50 minutes exercising at this level on one of those days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,spent 60 minutes exercising at this level on one of those days,No Z Code,spent 60 minutes exercising at this level on one of those days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in moderate exercise 1 days in last 30 days,No Z Code,engaged in moderate exercise 1 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,spent 90 minutes exercising at this level on one of those days,No Z Code,spent 90 minutes exercising at this level on one of those days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,spent 120 minutes exercising at this level on one of those days,No Z Code,spent 120 minutes exercising at this level on one of those days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,spent 150 minutes or more exercising at this level on one of those days,No Z Code,spent 150 minutes or more exercising at this level on one of those days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in moderate exercise 2 days in last 30 days,No Z Code,engaged in moderate exercise 2 days in last 30 days,ZCode/HRSN,Problem
Physical Activity,No Z Code,Physical Activity,engaged in moderate exercise 3 days in last 30 days,No Z Code,engaged in moderate exercise 3 days in last 30 days,ZCode/HRSN,Problem
Education,Z55,Education,wants help with job training,Z55,wants help with job training,ZCode/HRSN,Problem
Education,Z55,Education,wants help with starting training,Z55,wants help with starting training,ZCode/HRSN,Problem
Education,Z55,Education,wants help getting a high school diploma,Z55,wants help getting a high school diploma,ZCode/HRSN,Problem
Education,Z55,Education,wants help getting a GED,Z55,wants help getting a GED,ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,a male never had 5 or more drinks in a day in the last 12 months,No Z Code,a male never had 5 or more drinks in a day in the last 12 months,ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,a male had 5 or more drinks in a day once or twice in the last 12 months,No Z Code,a male had 5 or more drinks in a day once or twice in the last 12 months,ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,a male had 5 or more drinks in a day monthly in the last 12 months,No Z Code,a male had 5 or more drinks in a day monthly in the last 12 months,ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,a male had 5 or more drinks in a day weekly in the last 12 months,No Z Code,a male had 5 or more drinks in a day weekly in the last 12 months,ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,"a male had 5 or more drinks in a day, daily in the last 12 months",No Z Code,"a male had 5 or more drinks in a day, daily in the last 12 months",ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,"a male had 5 or more drinks in a day, almost daily in the last 12 months",No Z Code,"a male had 5 or more drinks in a day, almost daily in the last 12 months",ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,a female never had 4 or more drinks in a day in the last 12 months,No Z Code,a female never had 4 or more drinks in a day in the last 12 months,ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,a female had 4 or more drinks in a day once or twice in the last 12 months,No Z Code,a female had 4 or more drinks in a day once or twice in the last 12 months,ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,a female had 4 or more drinks in a day monthly in the last 12 months,No Z Code,a female had 4 or more drinks in a day monthly in the last 12 months,ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,a female had 4 or more drinks in a day weekly in the last 12 months,No Z Code,a female had 4 or more drinks in a day weekly in the last 12 months,ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,"a female had 4 or more drinks in a day, daily in the last 12 months",No Z Code,"a female had 4 or more drinks in a day, daily in the last 12 months",ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,"a female had 4 or more drinks in a day, almost daily in the last 12 months",No Z Code,"a female had 4 or more drinks in a day, almost daily in the last 12 months",ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,never used tobacco products in the past 12 months,No Z Code,never used tobacco products in the past 12 months,ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,used tobacco products once or twice in the past 12 months,No Z Code,used tobacco products once or twice in the past 12 months,ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,used tobacco products monthly in the past 12 months,No Z Code,used tobacco products monthly in the past 12 months,ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,used tobacco products weekly in the past 12 months,No Z Code,used tobacco products weekly in the past 12 months,ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,used tobacco products daily in the past 12 months,No Z Code,used tobacco products daily in the past 12 months,ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,used tobacco products almost daily in the past 12 months,No Z Code,used tobacco products almost daily in the past 12 months,ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,never used cigarettes in the past 12 months,No Z Code,never used cigarettes in the past 12 months,ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,used cigarettes once or twice in the past 12 months,No Z Code,used cigarettes once or twice in the past 12 months,ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,used cigarettes monthly in the past 12 months,No Z Code,used cigarettes monthly in the past 12 months,ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,used cigarettes weekly in the past 12 months,No Z Code,used cigarettes weekly in the past 12 months,ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,used cigarettes daily in the past 12 months,No Z Code,used cigarettes daily in the past 12 months,ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,used cigarettes almost daily in the past 12 months,No Z Code,used cigarettes almost daily in the past 12 months,ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,never used cigars in the past 12 months,No Z Code,never used cigars in the past 12 months,ZCode/HRSN,Problem
Substance Use,No Z Code,Substance Use,used cigars once or twice in the past 12 months,No Z Code,used cigars once or twice in the past 12 months,ZCode/HRSN,Problem
Employment,Z73.89,Employment,Other problems related to life management difficulty,Z119, life management difficulty,ZCode/HRSN,Problem
Employment,Z63.8,Employment,Other specified problems related to primary support group,Z120,problems related to primary support group,ZCode/HRSN,Problem
Employment,Z56.1,Employment,Change of job,Z121,job change,ZCode/HRSN,Problem
Employment,Z56.4,Employment,Discord with boss and workmates,Z122,Discord with boss and workmates,ZCode/HRSN,Problem
Employment,Z56.89,Employment,Other problems related to employment,Z123,problems related to employment,ZCode/HRSN,Problem
Employment,Z72.89,Employment,Other problems related to lifestyle,Z124,problems related to lifestyle,ZCode/HRSN,Problem
Employment,Z56.6,Employment,Other physical and mental strain related to work,Z126,physical and mental strain related to work,ZCode/HRSN,Problem
Employment,Z56.8,Employment,Other problems related to employment,Z127,problems related to employment,ZCode/HRSN,Problem
Employment,Z73.8,Employment,Other problems related to life management difficulty,Z128, life management difficulty,ZCode/HRSN,Problem
Employment,Z72.8,Social connections / isolation,Other problems related to lifestyle,Z129,problems related to lifestyle,ZCode/HRSN,Problem
Employment,Z56.3,Employment,Stressful work schedule,Z130,Stressful work schedule,ZCode/HRSN,Problem
Employment,Z56.2,Employment,Threat of job loss,Z131,Threat of job loss,ZCode/HRSN,Problem
Employment,Z56.5,Employment,Uncongenial work environment,Z132,Uncongenial work environment,ZCode/HRSN,Problem
Employment,Z56.0,Employment,"Unemployment, unspecified",Z133,Unemployment,ZCode/HRSN,Problem
Employment,Z56.9,Employment,Unspecified problems related to employment,Z134,problems related to employment,ZCode/HRSN,Problem
Finances/Financial Stress,Z59.7,Finances/Financial Stress,Insufficient Social Insurance and Welfare Support,Z135,Insufficient Social Insurance support,ZCode/HRSN,Problem
Finances/Financial Stress,Z59.8,Finances/Financial Stress,Other Problems Related to Housing and Economic Circumstances,Z136.2,Problems Related to Economic Circumstances,ZCode/HRSN,Problem
Finances/Financial Stress,Z59.8,Finances/Financial Stress,Other Problems Related to Housing and Economic Circumstances,Z136.1,Problems Related to Housing,ZCode/HRSN,Problem
Finances/Income/Poverty,Z59.5,Finances/Income/Poverty,Extreme Poverty,Z137,Extreme Poverty,ZCode/HRSN,Problem
Finances/Income/Poverty,Z59.6,Finances/Income/Poverty,Low Income,Z138,Low Income,ZCode/HRSN,Problem
Food,Z59.4,Food Insecurity,often there is a lack of adequate food and safe drinking water,Z139,often there is a lack of adequate food and safe drinking water,ZCode/HRSN,Problem
Food,Z59.4,Food Insecurity,Lack of adequate food and safe drinking water,Z140,sometimes there is a lack of adequate food,ZCode/HRSN,Problem
Food,Z59.4,Food Insecurity,there is never a lack of adequate food and safe drinking water,Z140,there is never a lack of adequate food and safe drinking water,ZCode/HRSN,Problem
Food,Z59.4,Food Insecurity,often there is a lack of adequate food and safe drinking water,Z140,often there is a lack of adequate food and safe drinking water,ZCode/HRSN,Problem
Food,E63.9,Food Insecurity,"Nutritional deficiency, unspecified",Z141,Nutritional deficiency,ZCode/HRSN,Problem
Food,Z73.89,Social connections / isolation,Other problems related to life management difficulty,Z142, life management difficulty,ZCode/HRSN,Problem
General (non-specific),Z73.9,General (non-specific),"Problem related to life management difficulty, unspecified",Z144, life management difficulty,ZCode/HRSN,Problem
General (non-specific),Z60.9,General (non-specific),"Problem related to social environment, unspecified",Z145,Problem related to social environment,ZCode/HRSN,Problem
General (non-specific),Z63.8,General (non-specific),Other specified problems related to primary support group,Z146,problems related to primary support group,ZCode/HRSN,Problem
Housing/Housing Instability/Insecurity,Z59.0,Housing/Housing Instability/Insecurity,Homelessness,Z147,Homelessness,ZCode/HRSN,Problem
Housing/Housing Instability/Insecurity,Z59.1,Housing/Housing Instability/Insecurity,Inadequate housing,Z148,Inadequate housing,ZCode/HRSN,Problem
Housing/Housing Instability/Insecurity,Z59.8,Housing/Housing Instability/Insecurity,Other Problems Related to Housing and Economic Circumstances,Z149,Problems Related to Housing and Economic Circumstances,ZCode/HRSN,Problem
Housing/Poor housing quality/Inadequate housing,Z77.1,Housing/Poor housing quality/Inadequate housing,Contact with and (suspected) exposure to environmental pollution and hazards in the physical environment,Z150,exposure to environmental pollution,ZCode/HRSN,Problem
Housing/Poor housing quality/Inadequate housing,Z77.1,Housing/Poor housing quality/Inadequate housing,Contact with and (suspected) exposure to environmental pollution and hazards in the physical environment,Z150.1,exposure to physical hazards,ZCode/HRSN,Problem
Housing/Poor housing quality/Inadequate housing,Z77.0,Housing/Poor housing quality/Inadequate housing,"Contact with and (suspected) exposure to hazardous, chiefly nonmedicinal, chemicals",Z151,exposure to chemicals,ZCode/HRSN,Problem
Housing/Poor housing quality/Inadequate housing,Z77.011,Housing/Poor housing quality/Inadequate housing,Contact with and (suspected) exposure to lead,Z152,Contact with and (suspected) exposure to lead,ZCode/HRSN,Problem
Housing/Poor housing quality/Inadequate housing,Z77.120,Housing/Poor housing quality/Inadequate housing,Contact with and (suspected) exposure to mold (toxic),Z153,Contact with and (suspected) exposure to mold (toxic),ZCode/HRSN,Problem
Immigration/Migration,Z60.3,Immigration/Migration,Acculturation difficulty,Z154,Acculturation difficulty,ZCode/HRSN,Problem
Immigration/Migration,T74.31,Immigration/Migration,"Adult psychological abuse, confirmed",Z155, psychological abuse,ZCode/HRSN,Problem
Immigration/Migration,Z59.0,Immigration/Migration,Homelessness,Z156,Homelessness,ZCode/HRSN,Problem
Immigration/Migration,T74.3,Immigration/Migration,"Psychological abuse, confirmed",Z157, psychological abuse,ZCode/HRSN,Problem
Incarceration,Z63.3,Incarceration,Absence of family member,Z158,Absence of family member,ZCode/HRSN,Problem
Incarceration,Z65.0,Incarceration,Conviction in civil and criminal proceedings without imprisonment,Z159,convicted in civil proceedings without imprisonment,ZCode/HRSN,Problem
Incarceration,Z65.0,Incarceration,Conviction in civil and criminal proceedings without imprisonment,Z160,convicted in criminal proceedings without imprisonment,ZCode/HRSN,Problem
Incarceration,Z65.1,Incarceration,Imprisonment and other incarceration,Z161.1,imprisonment,ZCode/HRSN,Problem
Incarceration,Z65.2,Incarceration,Imprisonment and other incarceration,Z161.2,incarceration,ZCode/HRSN,Problem
Incarceration,Z63.32,Incarceration,Other absence of family member,Z162,absence of family member,ZCode/HRSN,Problem
Incarceration,Z63.8,Incarceration,Other specified problems related to primary support group,Z163,problems related to primary support group,ZCode/HRSN,Problem
Incarceration,Z65.2,Incarceration,Problems realted to release from prison,Z164,Problems related to release from prison,ZCode/HRSN,Problem
Incarceration,Z65.3,Incarceration,Problems related to other legal circumstances,Z165,Problems related to other legal circumstances,ZCode/HRSN,Problem
Incarceration,Z60.8,Incarceration,Other problems related to social environment,Z166,problems related to social environment,ZCode/HRSN,Problem
Primary Language,Z60.8,Primary Language,Other problems related to social environment,Z167,problems related to social environment,ZCode/HRSN,Problem
Primary Language,Z60.9,Primary Language,"Problem related to social environment, unspecified",Z169,problems related to social environment,ZCode/HRSN,Problem
Race/ethnicity,Z60.3,Race/ethnicity,Acculturation difficulty,Z170,Acculturation difficulty,ZCode/HRSN,Problem
Race/ethnicity,Z60.5,Race/ethnicity,Target of (perceived) adverse discrimination and persecution,Z171,Target of (perceived) adverse discrimination and persecution,ZCode/HRSN,Problem
Safety/Child abuse,T74.02,Safety/Child abuse,"Child neglect or abandonment, confirmed",Z172, Child neglect,ZCode/HRSN,Problem
Safety/Child abuse,T74.02,Safety/Child abuse,"Child neglect or abandonment, confirmed",Z173, Child abandonment,ZCode/HRSN,Problem
Safety/Child abuse,T74.12,Safety/Child abuse,"Child physical abuse, confirmed",Z174, Child physical abuse,ZCode/HRSN,Problem
Safety/Child abuse,T74.32,Safety/Child abuse,"Child psychological abuse, confirmed",Z175, Child psychological abuse,ZCode/HRSN,Problem
Safety/Child abuse,T74.22,Safety/Child abuse,"Child sexual abuse, confirmed",Z176, Child sexual abuse,ZCode/HRSN,Problem
Safety/Child abuse,T74.0,Safety/Child abuse,"Neglect or abandonment, confirmed",Z177.1, abandonment,ZCode/HRSN,Problem
Safety/Child abuse,T74.0,Safety/Child abuse,"Neglect or abandonment, confirmed",Z177," Neglect 
",ZCode/HRSN,Problem
Safety/Child abuse,T74.1,Safety/Child abuse,"Physical abuse, confirmed",Z178, Physical abuse,ZCode/HRSN,Problem
Safety/Child abuse,T74.3,Safety/Child abuse,"Psychological abuse, confirmed",Z179, Psychological abuse,ZCode/HRSN,Problem
Safety/Child abuse,T74.2,Safety/Child abuse,"Sexual abuse, confirmed",Z180, Sexual abuse,ZCode/HRSN,Problem
Safety/Child abuse,T74.92,Safety/Child abuse,"Unspecified child maltreatment, confirmed",Z181,child maltreatment,ZCode/HRSN,Problem
Safety/Child abuse,T74.9,Safety/Child abuse,"Unspecified maltreatment, confirmed",Z182,Unspecified maltreatment,ZCode/HRSN,Problem
Safety/Child abuse,X58,Safety/Child abuse,Exposure to other specified factors,Z183,Exposure to other specified factors,ZCode/HRSN,Problem
Safety/Child abuse,Z84.8,Safety/Child abuse,Family history of other specified conditions,Z184,Family history of other specified conditions,ZCode/HRSN,Problem
Safety/Child abuse,Z84.89,Safety/Child abuse,Family history of other specified conditions,Z185,Family history of other specified conditions,ZCode/HRSN,Problem
Safety/Child abuse,Z62.81,Safety/Child abuse,Personal history of abuse in childhood,Z186,history of abuse in childhood,ZCode/HRSN,Problem
Safety/Child abuse,Z91.89,Safety/Child abuse,"Other specified personal risk factors, not elsewhere classified",Z187,other personal risk factors,ZCode/HRSN,Problem
Safety/Child abuse,Z91.8,Safety/Child abuse,"Other specified personal risk factors, not elsewhere classified",Z188,other risk factors,ZCode/HRSN,Problem
Safety/Child abuse,Z62.9,Safety/Child abuse,"Problem related to upbringing, unspecified",Z189,Problems related to upbringing,ZCode/HRSN,Problem
Safety/Child abuse,Z62.8,Safety/Child abuse,Other specified problems related to upbringing,Z190,problems related to upbrining,ZCode/HRSN,Problem
Safety/Child abuse,T76.02,Safety/Child abuse,"Child neglect or abandonment, suspected",Z191.1, Child abandonment,ZCode/HRSN,Problem
Safety/Child abuse,T76.02,Safety/Child abuse,"Child neglect or abandonment, suspected",Z191, Child neglect ,ZCode/HRSN,Problem
Safety/Child abuse,T76.12,Safety/Child abuse,"Child physical abuse, suspected",Z192, Child physical abuse,ZCode/HRSN,Problem
Safety/Child abuse,T76.32,Safety/Child abuse,"Child psychological abuse, suspected",Z193, Child psychological abuse,ZCode/HRSN,Problem
Safety/Child abuse,T76.22,Safety/Child abuse,"Child sexual abuse, suspected",Z194, Child sexual abuse,ZCode/HRSN,Problem
Safety/Child abuse,T76.0,Safety/Child abuse,"Neglect or abandonment, suspected",Z195.1, abandonment,ZCode/HRSN,Problem
Safety/Child abuse,T76.0,Safety/Child abuse,"Neglect or abandonment, suspected",Z195," Neglect 
",ZCode/HRSN,Problem
Safety/Child abuse,T76.1,Safety/Child abuse,"Physical abuse, suspected",Z196, Physical abuse,ZCode/HRSN,Problem
Safety/Child abuse,T76.3,Safety/Child abuse,"Psychological abuse, suspected",Z197, Psychological abuse,ZCode/HRSN,Problem
Safety/Child abuse,T76.2,Safety/Child abuse,"Sexual abuse, suspected",Z198, Sexual abuse,ZCode/HRSN,Problem
Safety/Child abuse,S09.9,Safety/Child abuse,Unspecified injury of face and head,Z199,injury of face and head,ZCode/HRSN,Problem
Safety/Child abuse,S09.90,Safety/Child abuse,Unspecified injury of head,Z200,injury of head,ZCode/HRSN,Problem
Safety/General Safety,T74.11,Safety/General Safety,"Adult physical abuse, confirmed",Z201, Physical abuse,ZCode/HRSN,Problem
Safety/General Safety,T76.11,Safety/General Safety,"Adult physical abuse, suspected",Z202, Physical abuse,ZCode/HRSN,Problem
Safety/General Safety,T74.31,Safety/General Safety,"Adult psychological abuse, confirmed",Z203, Psychological abuse,ZCode/HRSN,Problem
Safety/General Safety,T76.31,Safety/General Safety,"Adult psychological abuse, suspected",Z204, Psychological abuse,ZCode/HRSN,Problem
Safety/General Safety,T76.21,Safety/General Safety,"Adult sexual abuse, suspected",Z205,Sexual abuse,ZCode/HRSN,Problem
Safety/General Safety,Z91.412,Safety/General Safety,Personal history of adult neglect,Z206,history of adult neglect,ZCode/HRSN,Problem
